mode,group,rmse_mean,mae_mean,corr_mean,eol_error_mean,valid_eol_ratio
full,0,3.1769914735447276,1.9844023476947437,0.9621023048054088,105.81818181818181,1.0
full,1,2.116993322968483,1.3258493021130562,0.9804437309503555,79.125,1.0
full,2,1.8151075839996338,1.165942370891571,0.9806100924809774,172.0,1.0
no_life,0,2.4583821405063975,1.5559906796975569,0.9723102071068503,94.72727272727273,1.0
no_life,1,1.506594568490982,0.9659866914153099,0.9747097715735435,518.0,1.0
no_life,2,2.1729495525360107,1.3693522810935974,0.9690108696619669,164.33333333333334,1.0
life_only,0,3.9942778728225012,2.6424012807282535,0.9754225774244829,114.72727272727273,1.0
life_only,1,3.5328487902879715,2.609820306301117,0.9845899268984795,113.875,1.0
life_only,2,2.3819788297017417,1.3381415208180745,0.9517831603686014,166.33333333333334,1.0
